count,Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
268,"G.A., Tarling, Geraint Andrew; G., Stowasser, Gabriele; P., Ward, Peter; A.J., Poulton, Alex J.; M., Zhou, Meng; H.J., Venables, Hugh J.; R.A.R., McGill, Rona A.R.; E.J., Murphy, Eugene J.","Tarling, Geraint Andrew (6603871534); Stowasser, Gabriele (57203673125); Ward, Peter (7402102122); Poulton, Alex J. (6701523871); Zhou, Meng (57202997717); Venables, Hugh J. (22836719000); McGill, Rona A.R. (8595503700); Murphy, Eugene J. (7401684007)",6603871534; 57203673125; 7402102122; 6701523871; 57202997717; 22836719000; 8595503700; 7401684007,Seasonal trophic structure of the Scotia Sea pelagic ecosystem considered through biomass spectra and stable isotope analysis,2012,Deep-Sea Research Part II: Topical Studies in Oceanography,59-60,,,222,236,0,31,10.1016/j.dsr2.2011.07.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855970318&doi=10.1016%2Fj.dsr2.2011.07.002&partnerID=40&md5=024559bea5f2ea0672b3f925735a2af3,Article,Final,,Scopus,2-s2.0-84855970318
269,"G., Stowasser, Gabriele; A., Atkinson, Angus; R.A.R., McGill, Rona A.R.; R.A., Phillips, Richard A.; M.A., Collins, Martin A.; D.W., Pond, David W.","Stowasser, Gabriele (57203673125); Atkinson, Angus (57203103140); McGill, Rona A.R. (8595503700); Phillips, Richard A. (7404241775); Collins, Martin A. (7404083794); Pond, David W. (7006633740)",57203673125; 57203103140; 8595503700; 7404241775; 7404083794; 7006633740,Food web dynamics in the Scotia Sea in summer: A stable isotope study,2012,Deep-Sea Research Part II: Topical Studies in Oceanography,59-60,,,208,221,0,132,10.1016/j.dsr2.2011.08.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855964207&doi=10.1016%2Fj.dsr2.2011.08.004&partnerID=40&md5=133d9d80b8cc327f77fe2721577abdf7,Article,Final,,Scopus,2-s2.0-84855964207
270,"P., Ward, Peter; A., Atkinson, Angus; H.J., Venables, Hugh J.; G.A., Tarling, Geraint Andrew; M.J., Whitehouse, Michael J.; S., Fielding, Sophie; M.A., Collins, Martin A.; R.E., Korb, Rebecca E.; A.D., Black, Andy D.; G., Stowasser, Gabriele","Ward, Peter (7402102122); Atkinson, Angus (57203103140); Venables, Hugh J. (22836719000); Tarling, Geraint Andrew (6603871534); Whitehouse, Michael J. (35249427500); Fielding, Sophie (57189229179); Collins, Martin A. (7404083794); Korb, Rebecca E. (6603823102); Black, Andy D. (7201755226); Stowasser, Gabriele (57203673125)",7402102122; 57203103140; 22836719000; 6603871534; 35249427500; 57189229179; 7404083794; 6603823102; 7201755226; 57203673125,Food web structure and bioregions in the Scotia Sea: A seasonal synthesis,2012,Deep-Sea Research Part II: Topical Studies in Oceanography,59-60,,,253,266,0,54,10.1016/j.dsr2.2011.08.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855928428&doi=10.1016%2Fj.dsr2.2011.08.005&partnerID=40&md5=ea24105c4794c8bf9ff1dca9e863f3a4,Article,Final,,Scopus,2-s2.0-84855928428
271,"A.J., Bester, Adam J.; D.M., Priddel, David M.; N., Klomp, Nicholas","Bester, Adam J. (14062839800); Priddel, David M. (7004059078); Klomp, Nicholas (6602750241)",14062839800; 7004059078; 6602750241,Diet and foraging behaviour of the providence petrel pterodroma solandri,2011,Marine Ornithology,39,2,,163,172,0,17,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855506231&partnerID=40&md5=e3115aaeb7b9c9aa615424b9fbdbbeba,Article,Final,,Scopus,2-s2.0-84855506231
272,"J.N.D.S.G., Pereira, José Nuno D.S.G.; V.C., Neves, Verónica C.; R., Prieto, Rui; M.A., Silva, Mónica A.; I., Cascão, Irma; C.I.B., Oliveira, Cláudia Inês Botelho; M.J., Cruz, Maria João; J.V., Medeiros, J. V.; J.P., Barreiros, João Pedro; F.M., Porteiro, Filipe Mora","Pereira, José Nuno D.S.G. (57217698775); Neves, Verónica C. (6701834265); Prieto, Rui (22986226300); Silva, Mónica A. (17135969500); Cascão, Irma (25642650900); Oliveira, Cláudia Inês Botelho (35427116200); Cruz, Maria João (55426043700); Medeiros, J. V. (58322383000); Barreiros, João Pedro (6602184125); Porteiro, Filipe Mora (7801419205)",57217698775; 6701834265; 22986226300; 17135969500; 25642650900; 35427116200; 55426043700; 58322383000; 6602184125; 7801419205,Diet of mid-Atlantic Sowerbys beaked whales Mesoplondon bidens,2011,Deep-Sea Research Part I: Oceanographic Research Papers,58,11,,1084,1090,0,25,10.1016/j.dsr.2011.08.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052710883&doi=10.1016%2Fj.dsr.2011.08.004&partnerID=40&md5=5d3d89ae75e4b4e8cce308525a9773ee,Article,Final,All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-80052710883
273,"R.J., Casaux, Ricardo Jorge; M.L., Bertolin, María Lila; A.R., Carlini, Alejandro R.","Casaux, Ricardo Jorge (7004072018); Bertolin, María Lila (26533942900); Carlini, Alejandro R. (7006086896)",7004072018; 26533942900; 7006086896,"Feeding habits of three seal species at the Danco Coast, Antarctica: A re-assessment",2011,Polar Biology,34,10,,1615,1620,0,13,10.1007/s00300-011-0994-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052732239&doi=10.1007%2Fs00300-011-0994-1&partnerID=40&md5=bc476afc2c92ce0871678b523a3d99b9,Article,Final,,Scopus,2-s2.0-80052732239
274,"R., Rosas-Luis, Rigoberto; R., Tafur-Jimenez, Ricardo; A.R., Alegre, Ana R.; P.R., Castillo-Valderrama, Pedro R.; R.M., Cornejo, Rodolfo M.; C.A., Salinas-Zavala, César Augusto; P., Sánchez, Pilar","Rosas-Luis, Rigoberto (24482103300); Tafur-Jimenez, Ricardo (44462366400); Alegre, Ana R. (46061798300); Castillo-Valderrama, Pedro R. (44461043000); Cornejo, Rodolfo M. (57015003900); Salinas-Zavala, César Augusto (6602550290); Sánchez, Pilar (36337201800)",24482103300; 44462366400; 46061798300; 44461043000; 57015003900; 6602550290; 36337201800,Trophic relationships between the jumbo squid (Dosidicus gigas) and the lightfish (Vinciguerria lucetia) in the Humboldt current system off Peru,2011,Scientia Marina,75,3,,549,557,0,32,10.3989/scimar.2011.75n3549,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960829851&doi=10.3989%2Fscimar.2011.75n3549&partnerID=40&md5=93dbb0c53585781bdabfd9ac0f2b38a2,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-79960829851
275,"I.J., Staniland, Iain J.; A., Morton, A.; S.L., Robinson, Sarah L.; D., Malone, Donald; J., Forcada, Jaume","Staniland, Iain J. (6602212543); Morton, A. (7202438620); Robinson, Sarah L. (8617300600); Malone, Donald (26530626800); Forcada, Jaume (7004397268)",6602212543; 7202438620; 8617300600; 26530626800; 7004397268,Foraging behaviour in two antarctic fur seal colonies with differing population recoveries,2011,Marine Ecology Progress Series,434,,,183,196,0,22,10.3354/meps09201,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961073195&doi=10.3354%2Fmeps09201&partnerID=40&md5=12ad49ba4b949efb92c4fa66a2496c49,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-79961073195
276,"B.P.V., Hunt, Brian P.V.; E.A., Pakhomov, Evgeny A.; V., Siegel, Volker; V., Strass, Volker; B., Cisewski, Boris; U.V., Bathmann, Ulrich V.","Hunt, Brian P.V. (7201600414); Pakhomov, Evgeny A. (7006796484); Siegel, Volker (56264114500); Strass, Volker (6602198460); Cisewski, Boris (25627324100); Bathmann, Ulrich V. (55946521400)",7201600414; 7006796484; 56264114500; 6602198460; 25627324100; 55946521400,The seasonal cycle of the Lazarev Sea macrozooplankton community and a potential shift to top-down trophic control in winter,2011,Deep-Sea Research Part II: Topical Studies in Oceanography,58,13-16,,1662,1676,0,24,10.1016/j.dsr2.2010.11.016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957988169&doi=10.1016%2Fj.dsr2.2010.11.016&partnerID=40&md5=6596b12de7fae7ea9ef077ecee816aa3,Article,Final,,Scopus,2-s2.0-79957988169
277,"E., Fanelli, E.; J.E., Cartes, Joan Enric; V., Papiol, Vanesa","Fanelli, E. (56187241600); Cartes, Joan Enric (7007130996); Papiol, Vanesa (24765004500)",56187241600; 7007130996; 24765004500,Food web structure of deep-sea macrozooplankton and micronekton off the Catalan slope: Insight from stable isotopes,2011,Journal of Marine Systems,87,1,,79,89,0,90,10.1016/j.jmarsys.2011.03.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954581818&doi=10.1016%2Fj.jmarsys.2011.03.003&partnerID=40&md5=6f193eaacb5327bd12758ebed0e436c5,Article,Final,,Scopus,2-s2.0-79954581818
278,"P.C., Davison, Peter C.; R.G., Asch, Rebecca G.","Davison, Peter C. (41861182600); Asch, Rebecca G. (15833995100)",41861182600; 15833995100,Plastic ingestion by mesopelagic fishes in the North Pacific Subtropical Gyre,2011,Marine Ecology Progress Series,432,,,173,180,0,352,10.3354/meps09142,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959704560&doi=10.3354%2Fmeps09142&partnerID=40&md5=d64059a89ca71f2feec4d73fb45e8d89,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-79959704560
279,"J.C., Drazen, Jeffrey C.; L.G., de Forest, Lisa G.; R., Domokos, Réka","Drazen, Jeffrey C. (7202121266); de Forest, Lisa G. (25639341900); Domokos, Réka (23970057900)",7202121266; 25639341900; 23970057900,"Micronekton abundance and biomass in Hawaiian waters as influenced by seamounts, eddies, and the moon",2011,Deep-Sea Research Part I: Oceanographic Research Papers,58,5,,557,566,0,69,10.1016/j.dsr.2011.03.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953873814&doi=10.1016%2Fj.dsr.2011.03.002&partnerID=40&md5=5d783a20ff101c9050ee0053d9c011ed,Article,Final,,Scopus,2-s2.0-79953873814
280,"C., Newland, China; I.C., Field, Iain C.; Y., Chérel, Yves; C.R., Guinet, Christophe R.; C.J., Bradshaw, Corey J.A.; C.R., McMahon, Clive Reginald; M.A., Hindell, M. A.","Newland, China (28367845400); Field, Iain C. (6601963910); Chérel, Yves (7006288139); Guinet, Christophe R. (7005381471); Bradshaw, Corey J.A. (7102130752); McMahon, Clive Reginald (7202819359); Hindell, M. A. (7003704772)",28367845400; 6601963910; 7006288139; 7005381471; 7102130752; 7202819359; 7003704772,Diet of juvenile southern elephant seals reappraised by stable isotopes in whiskers,2011,Marine Ecology Progress Series,424,,,247,258,0,41,10.3354/meps08769,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952121289&doi=10.3354%2Fmeps08769&partnerID=40&md5=9c1c06fa57dd72c32506c3cb3bfb95f8,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-79952121289
281,"V.C., Neves, Verónica C.; D., Nolf, Dirk; M.R., Clarke, Malcolm R.","Neves, Verónica C. (6701834265); Nolf, Dirk (6602114131); Clarke, Malcolm R. (59804915400)",6701834265; 6602114131; 59804915400,"Diet of bulwer's petrel (Bulweria bulwerii) in the Azores, NE Atlantic",2011,Waterbirds,34,3,,357,362,0,15,10.1675/063.034.0310,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054946578&doi=10.1675%2F063.034.0310&partnerID=40&md5=497a68e4983517adab7932eb5c4209f4,Article,Final,,Scopus,2-s2.0-80054946578
282,"N., Poojary, Nalini; L.R., Tiwari, Lalchand R.; A.K., Jaiswar, Ashok Kumar","Poojary, Nalini (53878437100); Tiwari, Lalchand R. (6701852168); Jaiswar, Ashok Kumar (8963208500)",53878437100; 6701852168; 8963208500,"Food and feeding habits of the Indian scad, Decapterus russelli (Ruppell, 1830) from Mumbai waters, north-west coast of India",2010,Indian Journal of Fisheries,57,4,,93,99,0,8,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054931346&partnerID=40&md5=0ae9432465287548c2c9412efb7e9ece,Article,Final,,Scopus,2-s2.0-80054931346
283,"A.M., Connell, Amelia M.; M.R., Dunn, Matthew R.; J.S., Forman, Jeffrey S.","Connell, Amelia M. (36898261200); Dunn, Matthew R. (7402116738); Forman, Jeffrey S. (7103199098)",36898261200; 7402116738; 7103199098,Diet and dietary variation of New Zealand hoki macruronus novaezelandiae,2010,New Zealand Journal of Marine and Freshwater Research,44,4,,289,308,0,26,10.1080/00288330.2010.515232,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955428408&doi=10.1080%2F00288330.2010.515232&partnerID=40&md5=f7e33178c2baaf456aca9cf4a11ffe1b,Article,Final,,Scopus,2-s2.0-79955428408
284,"C.M., Boerger, Christiana M.; G.L., Lattin, Gwendolyn L.; S.L., Moore, Shelly L.; C.J., Moore, Charles James","Boerger, Christiana M. (36607479200); Lattin, Gwendolyn L. (6508109252); Moore, Shelly L. (7403537045); Moore, Charles James (56312097900)",36607479200; 6508109252; 7403537045; 56312097900,Plastic ingestion by planktivorous fishes in the North Pacific Central Gyre,2010,Marine Pollution Bulletin,60,12,,2275,2278,0,987,10.1016/j.marpolbul.2010.08.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650228112&doi=10.1016%2Fj.marpolbul.2010.08.007&partnerID=40&md5=c7472459167e3e9a1a8a44c12e917e9b,Article,Final,,Scopus,2-s2.0-78650228112
285,"M., Connan, Maëlle; P., Mayzaud, Patrick; G., Duhamel, Guy; B.T., Bonnevie, Bo T.; Y., Chérel, Yves","Connan, Maëlle (8595977700); Mayzaud, Patrick (7004231659); Duhamel, Guy (7102858141); Bonnevie, Bo T. (6603231204); Chérel, Yves (7006288139)",8595977700; 7004231659; 7102858141; 6603231204; 7006288139,Fatty acid signature analysis documents the diet of five myctophid fish from the Southern Ocean,2010,Marine Biology,157,10,,2303,2316,0,24,10.1007/s00227-010-1497-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78449251570&doi=10.1007%2Fs00227-010-1497-2&partnerID=40&md5=3525feb0e117aeafafae6806f122bba4,Article,Final,,Scopus,2-s2.0-78449251570
286,"T.C., Kline, Thomas C.","Kline, Thomas C. (7103100141)",7103100141,"Stable carbon and nitrogen isotope variation in the northern lampfish and Neocalanus, marine survival rates of pink salmon, and meso-scale eddies in the Gulf of Alaska",2010,Progress in Oceanography,87,1-Apr,,49,60,0,12,10.1016/j.pocean.2010.09.024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649791821&doi=10.1016%2Fj.pocean.2010.09.024&partnerID=40&md5=3435a5f06e1376fa5b222761e33c81f5,Article,Final,,Scopus,2-s2.0-78649791821
287,"P., Battaglia, Pietro; D., Malara, Danilo; T., Romeo, Teresa; F., Andaloro, Franco","Battaglia, Pietro (24343082200); Malara, Danilo (36663801000); Romeo, Teresa (7004909109); Andaloro, Franco (6602654623)",24343082200; 36663801000; 7004909109; 6602654623,"Relationships between otolith size and fish size in some mesopelagic and bathypelagic species from the Mediterranean Sea (strait of messina, Italy)",2010,Scientia Marina,74,3,,605,612,0,122,10.3989/scimar.2010.74n3605,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956131800&doi=10.3989%2Fscimar.2010.74n3605&partnerID=40&md5=d1ffe3a759b509928c5d929ac6e1972d,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-77956131800
288,"C., Sassa, Chiyuki","Sassa, Chiyuki (6603060140)",6603060140,Feeding ecology of Symbolophorus californiensis larvae (Teleostei: Myctophidae) in the southern transition region of the western North Pacific,2010,Journal of the Marine Biological Association of the United Kingdom,90,6,,1249,1256,0,16,10.1017/S0025315409990464,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958471716&doi=10.1017%2FS0025315409990464&partnerID=40&md5=6baba46598776e0f3c7690934d870aaa,Article,Final,,Scopus,2-s2.0-77958471716
289,"B.P., Raymond, Ben P.; S.A., Shaffer, S. A.; S., Sokolov, Serguei; E.J., Woehler, Eric J.; D.P., Costa, Daniel P.; L.D., Einoder, Luke D.; M.A., Hindell, M. A.; G.W., Hosie, Graham W.; M.H., Pinkerton, Matthew Harry; P.M., Sagar, Paul M.","Raymond, Ben P. (35307743400); Shaffer, S. A. (35263052300); Sokolov, Serguei (7202853712); Woehler, Eric J. (55895022100); Costa, Daniel P. (24346625300); Einoder, Luke D. (14035554600); Hindell, M. A. (7003704772); Hosie, Graham W. (7004432729); Pinkerton, Matthew Harry (7003793212); Sagar, Paul M. (7102936664)",35307743400; 35263052300; 7202853712; 55895022100; 24346625300; 14035554600; 7003704772; 7004432729; 7003793212; 7102936664,Shearwater foraging in the Southern Ocean: The roles of prey availability and winds,2010,PLOS ONE,5,6,e10960,,,0,63,10.1371/journal.pone.0010960,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956194647&doi=10.1371%2Fjournal.pone.0010960&partnerID=40&md5=d04534602f552d293dc485d7628eefde,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access,Scopus,2-s2.0-77956194647
290,"A., Quetglas, Antoni; A., de Mesa, Aina; F., Ordines, Francesc; A.M., Grau, Amalia Ma","Quetglas, Antoni (6602895226); de Mesa, Aina (36186833900); Ordines, Francesc (15924031700); Grau, Amalia Ma (7102330660)",6602895226; 36186833900; 15924031700; 7102330660,Life history of the deep-sea cephalopod family Histioteuthidae in the western Mediterranean,2010,Deep-Sea Research Part I: Oceanographic Research Papers,57,8,,999,1008,0,33,10.1016/j.dsr.2010.04.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954215974&doi=10.1016%2Fj.dsr.2010.04.008&partnerID=40&md5=79013acf9ad7b283eb7362e9678d3aee,Article,Final,,Scopus,2-s2.0-77954215974
291,"J.W., Young, Jock W.; M.A., Guest, Michaela A.; M.J., Lansdell, Matt J.; C.F., Phleger, Charles F.; P.D., Nichols, Peter D.","Young, Jock W. (7408525707); Guest, Michaela A. (7004849214); Lansdell, Matt J. (15832302500); Phleger, Charles F. (7003920052); Nichols, Peter D. (7102273232)",7408525707; 7004849214; 15832302500; 7003920052; 7102273232,"Discrimination of prey species of juvenile swordfish Xiphias gladius (Linnaeus, 1758) using signature fatty acid analyses",2010,Progress in Oceanography,86,1-Feb,,139,151,0,28,10.1016/j.pocean.2010.04.028,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957162124&doi=10.1016%2Fj.pocean.2010.04.028&partnerID=40&md5=28c4ede95ae5b2b2cf59efdea22b16e9,Article,Final,,Scopus,2-s2.0-77957162124
292,"G.J., Hofmeyr, G. J.Greg; M.N., Bester, Marthán Nieuwoudt; S.P., Kirkman, Stephen P.; C., Lydersen, Christian; K.M., Kovacs, Kit Maureen","Hofmeyr, G. J.Greg (15765167800); Bester, Marthán Nieuwoudt (7005684769); Kirkman, Stephen P. (7003751787); Lydersen, Christian (7006299804); Kovacs, Kit Maureen (7401481138)",15765167800; 7005684769; 7003751787; 7006299804; 7401481138,"Intraspecific differences in the diet of Antarctic fur seals at Nyrøysa, Bouvetøya",2010,Polar Biology,33,9,,1171,1178,0,15,10.1007/s00300-010-0805-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955551859&doi=10.1007%2Fs00300-010-0805-0&partnerID=40&md5=9aaab7c21b8d517bcfbe12e98b5371a3,Article,Final,,Scopus,2-s2.0-77955551859
293,"S.D., Goldsworthy, Simon David; B., Page, Brad; A., Welling, Andrew; M., Chambellant, Magaly; C.J., Bradshaw, Corey J.A.","Goldsworthy, Simon David (7003484431); Page, Brad (7103258031); Welling, Andrew (8089456000); Chambellant, Magaly (6507716294); Bradshaw, Corey J.A. (7102130752)",7003484431; 7103258031; 8089456000; 6507716294; 7102130752,Selection of diving strategy by Antarctic fur seals depends on where and when foraging takes place,2010,Marine Ecology Progress Series,409,,,255,266,0,12,10.3354/meps08611,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954114656&doi=10.3354%2Fmeps08611&partnerID=40&md5=28d067ee87ff2956c9757fbaaa7f14e8,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-77954114656
294,"R., Okamoto, Ryosuke; H., Ohizumi, Hiroshi; K., Uchikawa, Kazuhisa; M., Ito, Masaki; T., Iwasaki, Toshihide; H., Kato, Hidehiro","Okamoto, Ryosuke (35196709900); Ohizumi, Hiroshi (7003342602); Uchikawa, Kazuhisa (7005801454); Ito, Masaki (36508701600); Iwasaki, Toshihide (7403058307); Kato, Hidehiro (7406493948)",35196709900; 7003342602; 7005801454; 36508701600; 7403058307; 7406493948,Prey selection of Dali's porpoise Phocoenoides dalli on the continental slope off the Pacific coast of Sanriku in winter,2010,Nippon Suisan Gakkaishi,76,1,,54,61,0,4,10.2331/suisan.76.54,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953002460&doi=10.2331%2Fsuisan.76.54&partnerID=40&md5=e85ad762da984333aa0b8be6713147f1,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-77953002460
295,"K., Kapiris, K.; M., Thessalou-Legaki, Maria; G., Petrakis, George; A.J., Conides, Alexis J.","Kapiris, K. (55948877000); Thessalou-Legaki, Maria (6602591774); Petrakis, George (6602699278); Conides, Alexis J. (6603684730)",55948877000; 6602591774; 6602699278; 6603684730,"Ontogenetic shifts and temporal changes in the trophic patterns of the deep-sea red shrimp, Aristaeomorpha foliacea (Decapods: Aristeidae), in the Eastern Ionian Sea (Eastern Mediterranean)",2010,Marine Ecology,31,2,,341,354,0,21,10.1111/j.1439-0485.2009.00344.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649453484&doi=10.1111%2Fj.1439-0485.2009.00344.x&partnerID=40&md5=a5a16c6e921798ea8148059f4ab5198f,Article,Final,,Scopus,2-s2.0-78649453484
